"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Entrez","Symbol","Name"
"ENSG00000249437",1.80222872418678,0.386529116573289,1.39473027965877,0.277135387544506,0.781676150246498,0.848144231932039,"4671","NAIP","NLR family apoptosis inhibitory protein"
"ENSG00000176386",112.720174952723,0.0484996283096656,0.175176584528199,0.276861365006568,0.781886559603536,0.848310079169384,"246184","CDC26","cell division cycle 26"
"ENSG00000130706",1380.74239610222,-0.0158750365078033,0.0574077047432543,-0.276531461740224,0.782139898389971,0.84852247497029,"11047","ADRM1","ADRM1 26S proteasome ubiquitin receptor"
"ENSG00000165219",1230.54271645897,-0.01689979887962,0.0611532212463505,-0.276351736428414,0.782277922489896,0.848609746920072,"26130","GAPVD1","GTPase activating protein and VPS9 domains 1"
"ENSG00000189046",81.0808717581301,-0.0550301422464121,0.199349739726293,-0.276048227210974,0.782511024789045,0.84880013861345,"121642","ALKBH2","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
"ENSG00000198793",1657.59550594203,-0.0149372943453155,0.0541494336871441,-0.275853196020809,0.782660823691393,0.848900148628478,"2475","MTOR","mechanistic target of rapamycin kinase"
"ENSG00000123353",177.445150434597,0.039363094070569,0.142749615017648,0.275749213514184,0.782740693520567,0.848924302090375,"29095","ORMDL2","ORMDL sphingolipid biosynthesis regulator 2"
"ENSG00000174851",1193.61827702068,0.0173591929212428,0.0629850857465782,0.27560799061365,0.782849171673556,0.848979476977547,"10897","YIF1A","Yip1 interacting factor homolog A, membrane trafficking protein"
"ENSG00000121797",1.82303287663425,-0.383034961303344,1.39094289250794,-0.27537792052175,0.783025905442667,0.849108659731736,"9034","CCRL2","C-C motif chemokine receptor like 2"
"ENSG00000145217",42.574715140137,0.0759478818237266,0.275957098332442,0.275216264711674,0.783150091865629,0.849165651706903,"10861","SLC26A1","solute carrier family 26 member 1"
"ENSG00000152217",20.8792124586363,-0.106938617548223,0.388662717400336,-0.275145036456049,0.783204812235919,0.849165651706903,"26040","SETBP1","SET binding protein 1"
"ENSG00000162711",1.87497409488969,0.373684497008139,1.35843527193092,0.275084506954073,0.783251314242342,0.849165651706903,"114548","NLRP3","NLR family pyrin domain containing 3"
"ENSG00000005961",1.75468106063164,-0.360873009290728,1.31315861353864,-0.274812962859273,0.783459938490688,0.849329354429993,"3674","ITGA2B","integrin subunit alpha 2b"
"ENSG00000198561",4892.21458408323,0.0117926242428447,0.0429488853942641,0.274573464121134,0.783643955576777,0.849466359024018,"1500","CTNND1","catenin delta 1"
"ENSG00000176533",9.60295768895536,0.159296303987806,0.580563920567751,0.274382024690795,0.783791055351741,0.849563328217545,"2788","GNG7","G protein subunit gamma 7"
"ENSG00000101266",2133.04710419033,-0.0136014935922332,0.0495996978133398,-0.274225331844161,0.783911462017008,0.849631352199343,"1457","CSNK2A1","casein kinase 2 alpha 1"
"ENSG00000179915",2.13266419159129,0.363214292396056,1.32608571307497,0.273899559293059,0.784161810273154,0.849840191176245,"9378","NRXN1","neurexin 1"
"ENSG00000050628",0.461308105325231,0.733785385943108,2.68181235894243,0.273615483759078,0.784380133623315,NA,"5733","PTGER3","prostaglandin E receptor 3"
"ENSG00000152128",0.461308105325231,0.733785385943108,2.68181235894243,0.273615483759078,0.784380133623315,NA,"81615","TMEM163","transmembrane protein 163"
"ENSG00000183921",0.461308105325231,0.733785385943108,2.68181235894243,0.273615483759078,0.784380133623315,NA,"100288072","SDR42E2","short chain dehydrogenase/reductase family 42E, member 2"
"ENSG00000166501",0.461308105325231,0.733785385943108,2.68181235894243,0.273615483759078,0.784380133623315,NA,"5579","PRKCB","protein kinase C beta"
"ENSG00000169896",0.461308105325231,0.733785385943108,2.68181235894243,0.273615483759078,0.784380133623315,NA,"3684","ITGAM","integrin subunit alpha M"
"ENSG00000179772",0.461308105325231,0.733785385943108,2.68181235894243,0.273615483759078,0.784380133623315,NA,"2307","FOXS1","forkhead box S1"
"ENSG00000215529",0.461308105325231,0.733785385943108,2.68181235894243,0.273615483759078,0.784380133623315,NA,"388795","EFCAB8","EF-hand calcium binding domain 8"
"ENSG00000204532",0.461308105325231,0.733785385943108,2.68181235894243,0.273615483759078,0.784380133623315,NA,"649137","ZSCAN5C","zinc finger and SCAN domain containing 5C"
"ENSG00000064545",365.668436959668,0.0271280292492462,0.0991999298371348,0.273468230207266,0.784493310515916,0.850136941939968,"54929","TMEM161A","transmembrane protein 161A"
"ENSG00000141522",4633.85740764287,0.0127061749826895,0.0465305627128402,0.273071595138546,0.784798181003111,0.850224303467325,"396","ARHGDIA","Rho GDP dissociation inhibitor alpha"
"ENSG00000037637",491.742331229767,0.0242224040195961,0.0887052523864929,0.273066175541196,0.784802346963616,0.850224303467325,"54455","FBXO42","F-box protein 42"
"ENSG00000118804",18.7051786778538,0.119995329213897,0.439469838004951,0.273045653732772,0.784818121815629,0.850224303467325,"8987","STBD1","starch binding domain 1"
"ENSG00000177169",827.15592972366,-0.0208397710249024,0.0763292804403691,-0.273024596913148,0.784834308015798,0.850224303467325,"8408","ULK1","unc-51 like autophagy activating kinase 1"
"ENSG00000121892",1680.75713177037,-0.0143633150531599,0.0526151715366883,-0.272988087535636,0.784862372687811,0.850224303467325,"23244","PDS5A","PDS5 cohesin associated factor A"
"ENSG00000053770",500.277077600796,0.0233966979976491,0.0858754177128725,0.272449306457837,0.785276564929137,0.850553882276764,"55745","AP5M1","adaptor related protein complex 5 subunit mu 1"
"ENSG00000173992",247.415514001314,0.0329014862549134,0.120765020070552,0.272442187611049,0.785282038006509,0.850553882276764,"9973","CCS","copper chaperone for superoxide dismutase"
"ENSG00000124172",1958.48793825089,-0.0151059733741456,0.0554716527199864,-0.272318790471208,0.78537690928548,0.850594127649133,"514","ATP5F1E","ATP synthase F1 subunit epsilon"
"ENSG00000073169",266.042870324525,-0.0310653141759245,0.114223527648912,-0.271969486631596,0.78564548142949,0.850822478162085,"83642","SELENOO","selenoprotein O"
"ENSG00000259571",0.748025419713023,-0.579672330297379,2.13599004345358,-0.271383442106376,0.786096135650634,0.851247968201253,"414899","BLID","BH3-like motif containing, cell death inducer"
"ENSG00000196368",232.553216477835,0.0339054706264994,0.125391758792029,0.270396323914189,0.786855367901579,0.852007524218167,"55190","NUDT11","nudix hydrolase 11"
"ENSG00000090539",1.4770684700123,-0.400039982718451,1.48015113310178,-0.27026968650163,0.786952784505129,0.852050406849588,"8646","CHRD","chordin"
"ENSG00000138769",1.66683391125883,0.365898007200477,1.35555504513119,0.269924861048387,0.787218060488433,0.852275014726991,"8999","CDKL2","cyclin dependent kinase like 2"
"ENSG00000137656",159.446281699588,0.0400510489958025,0.148475358811603,0.269748794118912,0.787353519201497,0.852359054355198,"84811","BUD13","BUD13 homolog"
"ENSG00000111254",5.61932533764475,-0.19895773655845,0.737962531896987,-0.269604116684643,0.787464832932986,0.852416945116882,"10566","AKAP3","A-kinase anchoring protein 3"
"ENSG00000197568",106.646835676761,-0.0479599093206277,0.177988327822259,-0.269455362087119,0.787579288130458,0.852478227707601,"11147","HHLA3","HERV-H LTR-associating 3"
"ENSG00000099904",1140.20713555215,-0.0181374195205901,0.0673479062314103,-0.269309330245089,0.787691652840026,0.852537238713102,"29801","ZDHHC8","zinc finger DHHC-type palmitoyltransferase 8"
"ENSG00000100883",1386.76676577101,-0.0164726734614222,0.061197088937083,-0.269174134710195,0.787795683454787,0.852587221527144,"6729","SRP54","signal recognition particle 54"
"ENSG00000188659",4.60253349528038,-0.228074883872827,0.848108479283093,-0.268921829511266,0.787989838044927,0.852639763394144,"283726","SAXO2","stabilizer of axonemal microtubules 2"
"ENSG00000124789",1177.51995188955,-0.0163900105682461,0.0610825586561484,-0.268325540528029,0.78844874832022,0.852639763394144,"9972","NUP153","nucleoporin 153"
"ENSG00000185585",363.030621862213,0.0272318623792377,0.101581192722388,0.268079766041534,0.788637920330285,0.852639763394144,"169611","OLFML2A","olfactomedin like 2A"
"ENSG00000279530",6.22565480328688,0.18962530835479,0.707714195721249,0.267940518222243,0.788745104562123,0.852639763394144,NA,NA,NA
"ENSG00000131969",1.16753181812822,-0.451308090050606,1.68516876757098,-0.267811805402213,0.788844183169508,0.852639763394144,"145447","ABHD12B","abhydrolase domain containing 12B"
"ENSG00000171408",102.491565998853,-0.049746910448872,0.185774165284855,-0.267781638919454,0.788867404762327,0.852639763394144,"27115","PDE7B","phosphodiesterase 7B"
"ENSG00000170382",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"10446","LRRN2","leucine rich repeat neuronal 2"
"ENSG00000144045",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"165545","DQX1","DEAQ-box RNA dependent ATPase 1"
"ENSG00000204128",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"257407","C2orf72","chromosome 2 open reading frame 72"
"ENSG00000047457",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"1356","CP","ceruloplasmin"
"ENSG00000272752",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"101752399","STAG3L5P-PVRIG2P-PILRB","STAG3L5P-PVRIG2P-PILRB readthrough"
"ENSG00000215187",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"730112","FAM166B","family with sequence similarity 166 member B"
"ENSG00000173208",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"225","ABCD2","ATP binding cassette subfamily D member 2"
"ENSG00000132517",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"55065","SLC52A1","solute carrier family 52 member 1"
"ENSG00000161929",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"388325","SCIMP","SLP adaptor and CSK interacting membrane protein"
"ENSG00000126337",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"8689","KRT36","keratin 36"
"ENSG00000269242",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,NA,NA,NA
"ENSG00000127903",0.501985911349743,0.663269642656119,2.47797748591796,0.267665725950054,0.78895663413786,0.852639763394144,"90485","ZNF835","zinc finger protein 835"
"ENSG00000115138",2.43881473515387,-0.308451484347723,1.15248668510375,-0.2676399548338,0.788976473024148,0.852639763394144,"5443","POMC","proopiomelanocortin"
"ENSG00000270898",1.68294868607191,0.374946588585898,1.4011053281668,0.267607710175848,0.78900129550613,0.852639763394144,NA,NA,NA
"ENSG00000198353",5.78905514036647,-0.200635725587669,0.750880575576854,-0.267200580376624,0.78931472931572,0.852915938166661,"3221","HOXC4","homeobox C4"
"ENSG00000177992",2.22612867730227,0.312593901665062,1.17040619717667,0.267081550336217,0.789406372478865,0.852952427976064,"286234","SPATA31E1","SPATA31 subfamily E member 1"
"ENSG00000129007",5.03747581711164,0.226346734536517,0.848071110299748,0.266895938073537,0.789549284190709,0.85304430396618,"91860","CALML4","calmodulin like 4"
"ENSG00000090932",12.1555446720656,0.14025282074039,0.525992292703211,0.266644250659252,0.789743081613549,0.853191140362152,"10683","DLL3","delta like canonical Notch ligand 3"
"ENSG00000115685",1012.01192700468,-0.017243339694143,0.0650144323782689,-0.265223259872782,0.790837477548352,0.854310836627399,"5510","PPP1R7","protein phosphatase 1 regulatory subunit 7"
"ENSG00000118849",34.7504615263978,-0.0819657446049663,0.309434633868993,-0.264888721666717,0.791095186897288,0.854526595169469,"5918","RARRES1","retinoic acid receptor responder 1"
"ENSG00000115282",246.889820026523,0.032297003911673,0.122069488415713,0.264578842189329,0.791333920929242,0.854717119145772,"64427","TTC31","tetratricopeptide repeat domain 31"
"ENSG00000117595",5.77855248421217,0.194097213300542,0.733801297474223,0.264509226092449,0.791387556511277,0.854717119145772,"3664","IRF6","interferon regulatory factor 6"
"ENSG00000173575",1353.57764007581,0.0168527469867648,0.0637498045269516,0.264357626063621,0.791504359865941,0.854780629860353,"1106","CHD2","chromodomain helicase DNA binding protein 2"
"ENSG00000130711",2.03940358304795,0.331113254427783,1.25564489137674,0.263699758348665,0.792011281754336,0.855265406689288,"59335","PRDM12","PR/SET domain 12"
"ENSG00000180389",3.34519449880513,-0.252024940662294,0.956346260971594,-0.263528965341748,0.79214290119294,0.855344866128036,NA,NA,NA
"ENSG00000276302",0.476320770686557,0.662384855052432,2.5142391214607,0.26345340401338,0.792201133451252,NA,NA,NA,NA
"ENSG00000249319",0.476320770686557,0.662384855052432,2.5142391214607,0.26345340401338,0.792201133451252,NA,NA,NA,NA
"ENSG00000187260",0.476320770686557,0.662384855052432,2.5142391214607,0.26345340401338,0.792201133451252,NA,"349136","WDR86","WD repeat domain 86"
"ENSG00000138152",0.476320770686557,0.662384855052432,2.5142391214607,0.26345340401338,0.792201133451252,NA,"118663","BTBD16","BTB domain containing 16"
"ENSG00000205693",0.476320770686557,0.662384855052432,2.5142391214607,0.26345340401338,0.792201133451252,NA,"100287284","MANSC4","MANSC domain containing 4"
"ENSG00000175985",0.476320770686557,0.662384855052432,2.5142391214607,0.26345340401338,0.792201133451252,NA,"400224","PLEKHD1","pleckstrin homology and coiled-coil domain containing D1"
"ENSG00000124232",0.476320770686557,0.662384855052432,2.5142391214607,0.26345340401338,0.792201133451252,NA,"11317","RBPJL","recombination signal binding protein for immunoglobulin kappa J region like"
"ENSG00000105523",0.476320770686557,0.662384855052432,2.5142391214607,0.26345340401338,0.792201133451252,NA,"54854","FAM83E","family with sequence similarity 83 member E"
"ENSG00000132740",330.815601849425,0.0271253732374087,0.103027522700425,0.263282786253937,0.792332626369824,0.85546684514974,"3508","IGHMBP2","immunoglobulin mu DNA binding protein 2"
"ENSG00000102362",182.935170694262,0.0354364119307335,0.134620581784112,0.263231754469478,0.792371957059242,0.85546684514974,"94121","SYTL4","synaptotagmin like 4"
"ENSG00000125266",412.942894523794,-0.0244875726235331,0.0934290815804037,-0.262097970025098,0.793245911777428,0.856347659520637,"1948","EFNB2","ephrin B2"
"ENSG00000134897",266.173645221549,0.0305520372729078,0.116675956278739,0.261853755026606,0.793434193986137,0.856488182155401,"54841","BIVM","basic, immunoglobulin-like variable motif containing"
"ENSG00000221916",2.63062241035614,0.288626742427744,1.1030900885189,0.261652919767667,0.793589040780663,0.856589549659669,"55150","C19orf73","chromosome 19 open reading frame 73"
"ENSG00000124784",318.879537417062,-0.0277247895095663,0.106000290665072,-0.261553900801725,0.793665388784147,0.856589549659669,"83732","RIOK1","RIO kinase 1"
"ENSG00000184786",11.2373782742065,0.144935583155857,0.554234637932271,0.261505819442431,0.793702462352587,0.856589549659669,"6991","DYNLT2","dynein light chain Tctex-type 2"
"ENSG00000074660",4.97752041133244,0.205651603755498,0.787467106401267,0.261155802044009,0.79397236048739,0.856818089541125,"8578","SCARF1","scavenger receptor class F member 1"
"ENSG00000128654",356.037662069492,0.0258642331383472,0.0991092660817155,0.260966851646567,0.794118070243468,0.856912587439466,"10651","MTX2","metaxin 2"
"ENSG00000188573",1.92943383651684,0.332648436093946,1.27675864956558,0.260541360896305,0.794446215215165,0.857203918283996,"345630","FBLL1","fibrillarin like 1"
"ENSG00000196866",8.35797925699155,-0.161219586327934,0.619381207142658,-0.260291375438522,0.794639024791326,0.857349190876615,"3013","H2AC7","H2A clustered histone 7"
"ENSG00000151304",208.412289331364,0.032964965041055,0.126756054134755,0.26006619775344,0.794812711290786,0.857473811507474,"153443","SRFBP1","serum response factor binding protein 1"
"ENSG00000186907",8.78108949734376,-0.153068235129431,0.589004193367453,-0.259876307933072,0.794959187076703,0.857542586666105,"349667","RTN4RL2","reticulon 4 receptor like 2"
"ENSG00000178919",0.821054447549816,0.515449725594914,1.98453532470127,0.25973320765782,0.795069575470596,0.857542586666105,"2304","FOXE1","forkhead box E1"
"ENSG00000150656",0.821054447549816,0.515449725594914,1.98453532470127,0.25973320765782,0.795069575470596,0.857542586666105,"84735","CNDP1","carnosine dipeptidase 1"
"ENSG00000064270",5.66932060426939,0.195503356829734,0.752857261312874,0.259681837283211,0.795109203880603,0.857542586666105,"9914","ATP2C2","ATPase secretory pathway Ca2+ transporting 2"
"ENSG00000203778",146.739076820955,0.0386530044438439,0.149125751834617,0.25919738186273,0.79548295106767,0.857882901568514,"619208","FAM229B","family with sequence similarity 229 member B"
"ENSG00000167522",4047.79899942153,-0.0108996157096672,0.0421198586363146,-0.258776170256893,0.795807945125794,0.85810295187715,"29123","ANKRD11","ankyrin repeat domain 11"
"ENSG00000150722",3.93547320160934,-0.23680185006709,0.915185178994172,-0.258747470459854,0.795830090305636,0.85810295187715,"151242","PPP1R1C","protein phosphatase 1 regulatory inhibitor subunit 1C"
"ENSG00000110203",2.28901819379366,0.304427557994738,1.17672923440925,0.258706547855565,0.795861667065325,0.85810295187715,"2352","FOLR3","folate receptor gamma"
"ENSG00000168779",33.0372176655412,-0.0785737929457999,0.305525113740327,-0.257176216985494,0.797042742778879,0.859290694426779,"6474","SHOX2","short stature homeobox 2"
"ENSG00000118162",91.7451399340681,-0.0481572824244527,0.187289051192825,-0.257128124242949,0.797079867248507,0.859290694426779,"11133","KPTN","kaptin, actin binding protein"
"ENSG00000121933",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"57413","TMIGD3","transmembrane and immunoglobulin domain containing 3"
"ENSG00000162779",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"126859","AXDND1","axonemal dynein light chain domain containing 1"
"ENSG00000196353",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"131034","CPNE4","copine 4"
"ENSG00000145248",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"201780","SLC10A4","solute carrier family 10 member 4"
"ENSG00000185130",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"8340","H2BC13","H2B clustered histone 13"
"ENSG00000124507",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"29993","PACSIN1","protein kinase C and casein kinase substrate in neurons 1"
"ENSG00000179083",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"286499","FAM133A","family with sequence similarity 133 member A"
"ENSG00000125355",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"55026","TMEM255A","transmembrane protein 255A"
"ENSG00000165935",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"341346","SMCO2","single-pass membrane protein with coiled-coil domains 2"
"ENSG00000178115",0.438934409910589,0.661029337245471,2.5730408560452,0.256905884604367,0.797251427757742,NA,"727909","GOLGA8Q","golgin A8 family member Q"
"ENSG00000137166",608.214322531301,0.0204273422909437,0.0795403924530415,0.256817217780305,0.797319877892063,0.859486568195818,"116113","FOXP4","forkhead box P4"
"ENSG00000167676",9.38891287363128,0.14850323901382,0.578950020138555,0.256504419808605,0.79756136806486,0.859647521726974,"729359","PLIN4","perilipin 4"
"ENSG00000158258",3.70597562860666,0.234293635971941,0.913522659657638,0.256472714163158,0.797585846932735,0.859647521726974,"64084","CLSTN2","calsyntenin 2"
"ENSG00000048540",4.35759278646921,-0.218272596098611,0.85154892440007,-0.256324199167285,0.797700513040856,0.859708238478694,"55885","LMO3","LIM domain only 3"
"ENSG00000203326",45.2757106824132,-0.0688969485272838,0.268869955444974,-0.256246364207041,0.797760609941188,0.859710139610502,"170958","ZNF525","zinc finger protein 525"
"ENSG00000132964",418.737839005201,0.0235428227648763,0.0919899970410266,0.255928073944566,0.798006376479252,0.85991211351548,"1024","CDK8","cyclin dependent kinase 8"
"ENSG00000173083",3.26179665280037,-0.265706032736317,1.0392348289723,-0.255674680379097,0.798202047610339,0.859983198284796,"10855","HPSE","heparanase"
"ENSG00000215845",0.865963823326862,0.499729753949824,1.95500220577911,0.255615954024293,0.798247398055096,0.859983198284796,"100131187","TSTD1","thiosulfate sulfurtransferase like domain containing 1"
"ENSG00000184058",0.865963823326862,0.499729753949824,1.95500220577911,0.255615954024293,0.798247398055096,0.859983198284796,"6899","TBX1","T-box transcription factor 1"
"ENSG00000188277",11.8938760116475,-0.132954857679076,0.520735947829784,-0.255321066719473,0.798475130130447,0.86016566536529,"643338","C15orf62","chromosome 15 open reading frame 62"
"ENSG00000168564",310.434143582904,-0.02754830904985,0.108016917522066,-0.255036985703859,0.798694533068757,0.860339133779224,"55602","CDKN2AIP","CDKN2A interacting protein"
"ENSG00000130558",14.3720064892173,0.121803680745603,0.477741812802185,0.254957128477338,0.798756211683443,0.860342691499714,"10439","OLFM1","olfactomedin 1"
"ENSG00000057252",1262.1766951638,0.0155661731774549,0.0610726497617278,0.254879610401475,0.798816084830338,0.860344304167606,"6646","SOAT1","sterol O-acyltransferase 1"
"ENSG00000111012",9.92639934698464,-0.148484381862515,0.583473363944367,-0.25448356521151,0.799121999316673,0.860610889728106,"1594","CYP27B1","cytochrome P450 family 27 subfamily B member 1"
"ENSG00000130307",2.23784989741505,0.301938403534963,1.18764280172391,0.2542333461683,0.799315290203527,0.860756155707992,"83878","USHBP1","USH1 protein network component harmonin binding protein 1"
"ENSG00000187049",67.1080356033572,0.056943988209811,0.224370625215587,0.253794310886713,0.799654468835044,0.861058490662006,"51259","TMEM216","transmembrane protein 216"
"ENSG00000145247",153.74544242359,-0.0394155590293798,0.155369063815434,-0.253689879191151,0.799735153565867,0.861082458595393,"132299","OCIAD2","OCIA domain containing 2"
"ENSG00000137871",318.722815618324,0.0282985837278681,0.111582716041937,0.253610816546465,0.799796239394778,0.861085322244156,"54816","ZNF280D","zinc finger protein 280D"
"ENSG00000170054",2.31616516247188,-0.29744028520103,1.17536515033791,-0.253062025120889,0.800220283476813,0.861445733202216,"327657","SERPINA9","serpin family A member 9"
"ENSG00000205323",1.99051373577471,-0.321093075338699,1.26903532342389,-0.253021385151345,0.800251687802648,0.861445733202216,"84324","SARNP","SAP domain containing ribonucleoprotein"
"ENSG00000143742",2383.32394307639,0.0126835901842061,0.0501425484785907,0.252950649080423,0.800306349505003,0.861445733202216,"6726","SRP9","signal recognition particle 9"
"ENSG00000104804",1.91268964324057,-0.337904203455452,1.33886762909454,-0.252380590965496,0.800746900845264,0.861856994424706,"7288","TULP2","TUB like protein 2"
"ENSG00000106686",3.72731453644436,-0.227913681319927,0.906526457623952,-0.25141426309531,0.801493841428011,0.862597943257341,"55064","SPATA6L","spermatogenesis associated 6 like"
"ENSG00000064763",76.1850812369721,-0.0591760862614632,0.235525349839961,-0.251251452557754,0.801619706656845,0.86267040793783,"55711","FAR2","fatty acyl-CoA reductase 2"
"ENSG00000158987",107.965657354302,-0.042747984409183,0.170260332072649,-0.251074245473353,0.80175670738966,0.862754844736332,"51735","RAPGEF6","Rap guanine nucleotide exchange factor 6"
"ENSG00000078487",15.4709641326411,0.111082997068699,0.442710551050514,0.250915630551629,0.801879339488359,0.862823808525913,"55063","ZCWPW1","zinc finger CW-type and PWWP domain containing 1"
"ENSG00000124688",277.277147766796,-0.0275404354381326,0.110036938228337,-0.250283549156771,0.802368077572009,0.863286664276264,"9587","MAD2L1BP","MAD2L1 binding protein"
"ENSG00000162910",242.777644463139,0.0299182930141085,0.119603099356656,0.250146469238997,0.802474080738728,0.863337689023094,"128308","MRPL55","mitochondrial ribosomal protein L55"
"ENSG00000165591",0.742050156245348,0.53297361464368,2.133149146664,0.249852953543914,0.802701067076481,0.863353370869851,"158584","FAAH2","fatty acid amide hydrolase 2"
"ENSG00000272822",0.742050156245348,0.53297361464368,2.133149146664,0.249852953543914,0.802701067076481,0.863353370869851,NA,NA,NA
"ENSG00000255346",0.742050156245348,0.53297361464368,2.133149146664,0.249852953543914,0.802701067076481,0.863353370869851,"79400","NOX5","NADPH oxidase 5"
"ENSG00000279968",4.58474789839135,0.20611096970318,0.825022640553376,0.249824622467248,0.802722977407353,0.863353370869851,"100507462","CCDC28A-AS1","CCDC28A antisense RNA 1"
"ENSG00000166333",65.8935268966433,-0.0558447995981199,0.223700483004551,-0.249640943318767,0.802865032632552,0.863443144405907,"3611","ILK","integrin linked kinase"
"ENSG00000091262",32.4254399777313,-0.0787632961417332,0.315610503840199,-0.24955853871585,0.802928765469773,0.863448678985299,"368","ABCC6","ATP binding cassette subfamily C member 6"
"ENSG00000275793",9.01459488304077,0.14928635593119,0.59903870934341,0.249209865076698,0.803198448890666,0.863666093314376,"85376","RIMBP3","RIMS binding protein 3"
"ENSG00000163528",112.410775560113,-0.0419319656511053,0.168303042936333,-0.249145618044278,0.803248143646367,0.863666093314376,"131474","CHCHD4","coiled-coil-helix-coiled-coil-helix domain containing 4"
"ENSG00000155085",52.356710451243,0.0637656561759792,0.256129214467145,0.248958933906225,0.803392547399205,0.863758342834074,"221264","AK9","adenylate kinase 9"
"ENSG00000108423",44.2627654812841,0.0679497967070669,0.273854232770071,0.248123960034307,0.804038497739303,0.864327882233528,"51174","TUBD1","tubulin delta 1"
"ENSG00000151338",114.612126146337,-0.0420240360552699,0.169368052985996,-0.248122566885412,0.804039575615529,0.864327882233528,"145282","MIPOL1","mirror-image polydactyly 1"
"ENSG00000118276",43.3995000552177,0.0660529791016866,0.266395260135165,0.247951029865067,0.804172296276347,0.864397136698176,"9331","B4GALT6","beta-1,4-galactosyltransferase 6"
"ENSG00000077092",3.97634555145916,0.228489215321126,0.921766928719666,0.247881767290673,0.804225887326807,0.864397136698176,"5915","RARB","retinoic acid receptor beta"
"ENSG00000197008",43.5535952710732,0.0670200126834665,0.270447119089667,0.247811893537848,0.804279952201254,0.864397136698176,"7697","ZNF138","zinc finger protein 138"
"ENSG00000204071",1.11090122223839,-0.427041689201365,1.72435803349818,-0.247652564551824,0.804403236637661,0.86446098848902,"158931","TCEAL6","transcription elongation factor A like 6"
"ENSG00000165118",58.9073119341278,0.0565346908328432,0.22834594971945,0.247583506089347,0.804456673709249,0.86446098848902,"84267","C9orf64","chromosome 9 open reading frame 64"
"ENSG00000151657",184.779327129961,0.0348115959191698,0.140685332482096,0.247442965837253,0.804565425831542,0.864514818161655,"22944","KIN","Kin17 DNA and RNA binding protein"
"ENSG00000159433",144.679644655309,-0.0398612656354011,0.161808871382905,-0.246347838006195,0.805412981317115,0.865362434836454,"57519","STARD9","StAR related lipid transfer domain containing 9"
"ENSG00000165609",606.643828712474,0.0194213725841572,0.0788881040019562,0.246188862438317,0.805536036774335,0.865431557805814,"11164","NUDT5","nudix hydrolase 5"
"ENSG00000129009",5.14587547145851,-0.197702455842727,0.804382694842517,-0.245781587682506,0.805851310839524,0.865707166641366,"3671","ISLR","immunoglobulin superfamily containing leucine rich repeat"
"ENSG00000156475",0.770399115127665,-0.519329794239103,2.11541417228602,-0.245497927092872,0.806070913014869,0.865816858538965,"5521","PPP2R2B","protein phosphatase 2 regulatory subunit Bbeta"
"ENSG00000281126",0.770399115127665,-0.519329794239103,2.11541417228602,-0.245497927092872,0.806070913014869,0.865816858538965,NA,NA,NA
"ENSG00000188316",1.08365437280783,0.427887928429292,1.74434541952378,0.245299998291686,0.80622415307258,0.865918347761528,"387712","ENO4","enolase 4"
"ENSG00000139351",0.738920695944567,0.522749725147399,2.13565210044553,0.244772884609036,0.806632290295904,0.866293572424473,"50511","SYCP3","synaptonemal complex protein 3"
"ENSG00000158966",159.727119117364,0.0368546620860662,0.150835892769195,0.244336155071924,0.806970484154963,0.866593631264635,"57685","CACHD1","cache domain containing 1"
"ENSG00000112290",282.242096519914,-0.0272360793109335,0.111815692311606,-0.243580116063069,0.807556029608991,0.867116365289529,"8936","WASF1","WASP family member 1"
